               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.036692,            0.012157,            0.011906,              0.9501,                   1,               0.995,             0.58692,            0.022742,           0.0055455,           0.0048012,           0.0068914,           0.0068914,           0.0068914
                 159,            0.035111,             0.01035,            0.011351,             0.69019,                   1,             0.97333,             0.56742,            0.026071,           0.0055601,           0.0046688,           0.0068716,           0.0068716,           0.0068716
                 160,            0.045743,            0.010613,            0.012503,             0.69019,                   1,             0.97333,             0.56742,            0.026071,           0.0055601,           0.0046688,           0.0068518,           0.0068518,           0.0068518
                 161,            0.040194,            0.013484,            0.010766,             0.75426,                   1,             0.83024,             0.57811,            0.021478,           0.0052815,           0.0044799,            0.006832,            0.006832,            0.006832
                 162,            0.039725,            0.009335,            0.010441,             0.75426,                   1,             0.83024,             0.57811,            0.021478,           0.0052815,           0.0044799,           0.0068122,           0.0068122,           0.0068122
                 163,            0.039687,           0.0099735,            0.010113,             0.79165,                   1,             0.95295,             0.61573,            0.021286,           0.0052343,           0.0043491,           0.0067924,           0.0067924,           0.0067924
                 164,            0.034719,            0.008539,            0.011004,             0.79165,                   1,             0.95295,             0.61573,            0.021286,           0.0052343,           0.0043491,           0.0067726,           0.0067726,           0.0067726
                 165,            0.034169,            0.010026,            0.012722,             0.76665,                   1,             0.86339,             0.53661,            0.022405,            0.005184,           0.0041957,           0.0067528,           0.0067528,           0.0067528
                 166,            0.031928,           0.0084929,            0.010865,             0.76665,                   1,             0.86339,             0.53661,            0.022405,            0.005184,           0.0041957,            0.006733,            0.006733,            0.006733
                 167,             0.03504,           0.0093766,            0.010425,              0.7656,                 0.9,             0.92563,             0.57923,            0.029898,           0.0053601,           0.0041423,           0.0067132,           0.0067132,           0.0067132
                 168,            0.040451,            0.011136,            0.017276,              0.7656,                 0.9,             0.92563,             0.57923,            0.029898,           0.0053601,           0.0041423,           0.0066934,           0.0066934,           0.0066934
                 169,             0.04076,           0.0087657,           0.0092625,             0.73699,             0.94034,             0.87506,              0.5843,            0.026258,           0.0052907,            0.004078,           0.0066736,           0.0066736,           0.0066736
                 170,            0.042469,            0.011399,             0.01328,             0.73699,             0.94034,             0.87506,              0.5843,            0.026258,           0.0052907,            0.004078,           0.0066538,           0.0066538,           0.0066538
                 171,            0.042056,           0.0091502,           0.0080651,             0.98342,                   1,               0.995,             0.59865,            0.020952,           0.0051171,           0.0040398,            0.006634,            0.006634,            0.006634
                 172,            0.034561,             0.01045,             0.01516,             0.98342,                   1,               0.995,             0.59865,            0.020952,           0.0051171,           0.0040398,           0.0066142,           0.0066142,           0.0066142
                 173,            0.037899,            0.010131,             0.01036,             0.83562,                   1,             0.98591,             0.67968,            0.020195,            0.005128,           0.0040039,           0.0065944,           0.0065944,           0.0065944
                 174,            0.032805,            0.011756,            0.012725,             0.83562,                   1,             0.98591,             0.67968,            0.020195,            0.005128,           0.0040039,           0.0065746,           0.0065746,           0.0065746
                 175,            0.034765,           0.0086196,           0.0091828,             0.98455,                   1,               0.995,             0.69707,            0.019444,           0.0051508,           0.0039077,           0.0065548,           0.0065548,           0.0065548
                 176,             0.03209,           0.0092217,           0.0073922,             0.98455,                   1,               0.995,             0.69707,            0.019444,           0.0051508,           0.0039077,            0.006535,            0.006535,            0.006535
                 177,            0.034725,            0.010639,           0.0081868,             0.73235,             0.89962,             0.91438,              0.4758,            0.026578,           0.0053602,           0.0038607,           0.0065152,           0.0065152,           0.0065152
                 178,              0.0399,           0.0085463,            0.017115,             0.73235,             0.89962,             0.91438,              0.4758,            0.026578,           0.0053602,           0.0038607,           0.0064954,           0.0064954,           0.0064954
                 179,            0.041097,            0.010433,           0.0085312,             0.98646,                   1,               0.995,             0.73171,            0.019126,           0.0051468,           0.0038109,           0.0064756,           0.0064756,           0.0064756
                 180,            0.033524,           0.0075469,            0.011797,             0.98646,                   1,               0.995,             0.73171,            0.019126,           0.0051468,           0.0038109,           0.0064558,           0.0064558,           0.0064558
                 181,            0.031468,            0.008634,            0.012549,             0.98714,                   1,               0.995,             0.72928,            0.018945,            0.005175,           0.0037861,            0.006436,            0.006436,            0.006436
                 182,            0.035372,            0.010742,            0.014349,             0.98714,                   1,               0.995,             0.72928,            0.018945,            0.005175,           0.0037861,           0.0064162,           0.0064162,           0.0064162
                 183,            0.034579,            0.011164,            0.016128,             0.98644,                   1,               0.995,             0.59542,            0.020612,           0.0051814,           0.0036494,           0.0063964,           0.0063964,           0.0063964
                 184,            0.039348,            0.010231,           0.0089196,             0.98644,                   1,               0.995,             0.59542,            0.020612,           0.0051814,           0.0036494,           0.0063766,           0.0063766,           0.0063766
                 185,            0.035688,            0.011693,            0.010004,             0.73405,                   1,             0.88079,             0.60912,            0.022922,           0.0053106,           0.0036351,           0.0063568,           0.0063568,           0.0063568
                 186,            0.036044,            0.013607,           0.0098144,             0.73405,                   1,             0.88079,             0.60912,            0.022922,           0.0053106,           0.0036351,            0.006337,            0.006337,            0.006337
                 187,            0.037387,            0.011246,           0.0086571,             0.98684,                   1,               0.995,             0.63693,            0.024137,           0.0052673,            0.003521,           0.0063172,           0.0063172,           0.0063172
                 188,            0.026482,           0.0084683,            0.014613,             0.98684,                   1,               0.995,             0.63693,            0.024137,           0.0052673,            0.003521,           0.0062974,           0.0062974,           0.0062974
                 189,            0.036678,            0.012048,           0.0089048,             0.96564,                   1,               0.995,             0.67371,            0.019517,           0.0050743,           0.0035253,           0.0062776,           0.0062776,           0.0062776
                 190,            0.035365,           0.0094098,            0.010206,             0.96564,                   1,               0.995,             0.67371,            0.019517,           0.0050743,           0.0035253,           0.0062578,           0.0062578,           0.0062578
                 191,            0.033446,           0.0092304,           0.0087398,             0.99217,                   1,               0.995,              0.5454,            0.025296,           0.0053074,           0.0034719,            0.006238,            0.006238,            0.006238
                 192,            0.037004,            0.011662,           0.0097866,             0.99217,                   1,               0.995,              0.5454,            0.025296,           0.0053074,           0.0034719,           0.0062182,           0.0062182,           0.0062182
                 193,            0.037145,            0.012682,             0.01017,             0.95682,                   1,               0.995,             0.71081,            0.017441,           0.0049729,           0.0035284,           0.0061984,           0.0061984,           0.0061984
                 194,            0.031001,             0.01092,           0.0099293,             0.95682,                   1,               0.995,             0.71081,            0.017441,           0.0049729,           0.0035284,           0.0061786,           0.0061786,           0.0061786
                 195,            0.033379,            0.011033,            0.012015,             0.95075,                   1,               0.995,             0.66841,              0.0227,           0.0050909,           0.0035063,           0.0061588,           0.0061588,           0.0061588
                 196,            0.032593,           0.0082457,           0.0078319,             0.95075,                   1,               0.995,             0.66841,              0.0227,           0.0050909,           0.0035063,            0.006139,            0.006139,            0.006139
                 197,            0.028701,           0.0089632,           0.0058533,             0.99069,                   1,               0.995,              0.7023,            0.020347,           0.0050358,           0.0034642,           0.0061192,           0.0061192,           0.0061192
                 198,            0.035822,            0.010055,            0.010499,             0.99069,                   1,               0.995,              0.7023,            0.020347,           0.0050358,           0.0034642,           0.0060994,           0.0060994,           0.0060994
                 199,            0.034075,            0.010267,            0.010441,             0.99161,                   1,               0.995,             0.68807,            0.021924,           0.0050665,           0.0033979,           0.0060796,           0.0060796,           0.0060796
                 200,            0.036111,           0.0091901,            0.014066,             0.99161,                   1,               0.995,             0.68807,            0.021924,           0.0050665,           0.0033979,           0.0060598,           0.0060598,           0.0060598
                 201,            0.034805,            0.010685,             0.00878,             0.99327,                   1,               0.995,             0.75056,            0.017026,            0.004891,           0.0034028,             0.00604,             0.00604,             0.00604
                 202,            0.033071,           0.0092706,           0.0059564,             0.99327,                   1,               0.995,             0.75056,            0.017026,            0.004891,           0.0034028,           0.0060202,           0.0060202,           0.0060202
                 203,            0.032917,            0.010676,           0.0068058,             0.95103,                   1,               0.995,             0.59064,            0.021909,           0.0050366,           0.0033314,           0.0060004,           0.0060004,           0.0060004
                 204,            0.030507,           0.0070946,            0.011028,             0.95103,                   1,               0.995,             0.59064,            0.021909,           0.0050366,           0.0033314,           0.0059806,           0.0059806,           0.0059806
                 205,            0.042456,           0.0085656,            0.010221,             0.98866,                   1,               0.995,              0.6093,            0.021801,             0.00503,           0.0033597,           0.0059608,           0.0059608,           0.0059608
                 206,            0.038333,           0.0090021,            0.006949,             0.98866,                   1,               0.995,              0.6093,            0.021801,             0.00503,           0.0033597,            0.005941,            0.005941,            0.005941
                 207,            0.037485,            0.014778,           0.0083682,             0.99177,                   1,               0.995,             0.65475,            0.021057,           0.0049674,           0.0033333,           0.0059212,           0.0059212,           0.0059212
                 208,            0.036862,           0.0097258,           0.0071452,             0.99177,                   1,               0.995,             0.65475,            0.021057,           0.0049674,           0.0033333,           0.0059014,           0.0059014,           0.0059014
                 209,            0.035014,           0.0082808,           0.0094862,              0.9411,                0.95,             0.94846,             0.71475,            0.017205,           0.0048359,           0.0033102,           0.0058816,           0.0058816,           0.0058816
                 210,            0.028654,            0.014338,           0.0069715,              0.9411,                0.95,             0.94846,             0.71475,            0.017205,           0.0048359,           0.0033102,           0.0058618,           0.0058618,           0.0058618
                 211,            0.027487,             0.01045,            0.010558,             0.99115,                   1,               0.995,              0.6791,            0.017141,           0.0048085,            0.003277,            0.005842,            0.005842,            0.005842
                 212,            0.027292,           0.0076277,             0.01228,             0.99115,                   1,               0.995,              0.6791,            0.017141,           0.0048085,            0.003277,           0.0058222,           0.0058222,           0.0058222
                 213,            0.020617,           0.0075218,           0.0071024,             0.99574,              0.9764,               0.995,             0.74868,             0.02044,           0.0047787,           0.0032247,           0.0058024,           0.0058024,           0.0058024
                 214,            0.034295,             0.01047,           0.0082909,             0.99574,              0.9764,               0.995,             0.74868,             0.02044,           0.0047787,           0.0032247,           0.0057826,           0.0057826,           0.0057826
                 215,            0.035108,            0.012229,           0.0072166,             0.98638,                   1,               0.995,             0.69004,            0.016835,           0.0047538,           0.0032403,           0.0057628,           0.0057628,           0.0057628
                 216,            0.030933,            0.011064,           0.0099164,             0.98638,                   1,               0.995,             0.69004,            0.016835,           0.0047538,           0.0032403,            0.005743,            0.005743,            0.005743
                 217,            0.032047,            0.010327,           0.0061677,              0.9891,                   1,               0.995,             0.74523,            0.015246,           0.0047002,           0.0032221,           0.0057232,           0.0057232,           0.0057232
                 218,            0.026304,           0.0097484,           0.0059641,              0.9891,                   1,               0.995,             0.74523,            0.015246,           0.0047002,           0.0032221,           0.0057034,           0.0057034,           0.0057034
                 219,            0.028313,            0.010502,           0.0090176,               0.989,                   1,               0.995,             0.76495,             0.01504,           0.0047286,           0.0032396,           0.0056836,           0.0056836,           0.0056836
                 220,            0.029839,           0.0090342,           0.0068955,               0.989,                   1,               0.995,             0.76495,             0.01504,           0.0047286,           0.0032396,           0.0056638,           0.0056638,           0.0056638
                 221,            0.031446,           0.0098813,           0.0074616,             0.89705,             0.96916,               0.995,             0.74075,            0.022094,           0.0050475,            0.003244,            0.005644,            0.005644,            0.005644
                 222,             0.03494,            0.011565,           0.0054713,             0.89705,             0.96916,               0.995,             0.74075,            0.022094,           0.0050475,            0.003244,           0.0056242,           0.0056242,           0.0056242
                 223,            0.035181,           0.0084239,           0.0067974,             0.99174,                   1,               0.995,              0.7004,             0.01738,           0.0049454,           0.0033215,           0.0056044,           0.0056044,           0.0056044
                 224,            0.032376,           0.0099228,            0.010643,             0.99174,                   1,               0.995,              0.7004,             0.01738,           0.0049454,           0.0033215,           0.0055846,           0.0055846,           0.0055846
                 225,             0.03369,            0.012485,           0.0068224,              0.9934,                   1,               0.995,             0.70851,            0.017961,           0.0048854,           0.0032024,           0.0055648,           0.0055648,           0.0055648
                 226,            0.031659,            0.011972,            0.012052,              0.9934,                   1,               0.995,             0.70851,            0.017961,           0.0048854,           0.0032024,            0.005545,            0.005545,            0.005545
                 227,            0.031827,            0.011438,           0.0084761,             0.99414,                   1,               0.995,             0.68506,            0.017938,           0.0048324,           0.0031946,           0.0055252,           0.0055252,           0.0055252
                 228,            0.031028,           0.0088871,           0.0050403,             0.99414,                   1,               0.995,             0.68506,            0.017938,           0.0048324,           0.0031946,           0.0055054,           0.0055054,           0.0055054
                 229,            0.033734,            0.011642,           0.0069306,             0.99404,                   1,               0.995,             0.72378,            0.018817,           0.0048133,           0.0032113,           0.0054856,           0.0054856,           0.0054856
                 230,            0.034828,            0.010051,           0.0076099,             0.99404,                   1,               0.995,             0.72378,            0.018817,           0.0048133,           0.0032113,           0.0054658,           0.0054658,           0.0054658
                 231,            0.035652,           0.0084059,            0.012437,             0.99255,                   1,               0.995,             0.68497,            0.017605,           0.0047069,           0.0032175,            0.005446,            0.005446,            0.005446
                 232,            0.031983,            0.013453,           0.0058505,             0.99255,                   1,               0.995,             0.68497,            0.017605,           0.0047069,           0.0032175,           0.0054262,           0.0054262,           0.0054262
                 233,            0.028841,           0.0082659,           0.0059497,             0.99266,                   1,               0.995,             0.77538,            0.017078,           0.0046348,           0.0030976,           0.0054064,           0.0054064,           0.0054064
                 234,            0.027088,           0.0089998,           0.0067632,             0.99266,                   1,               0.995,             0.77538,            0.017078,           0.0046348,           0.0030976,           0.0053866,           0.0053866,           0.0053866
                 235,            0.035065,           0.0097512,           0.0067207,              0.9904,                   1,               0.995,             0.75905,            0.013935,           0.0045029,           0.0030588,           0.0053668,           0.0053668,           0.0053668
                 236,            0.025893,           0.0091207,           0.0059023,              0.9904,                   1,               0.995,             0.75905,            0.013935,           0.0045029,           0.0030588,            0.005347,            0.005347,            0.005347
                 237,            0.030807,           0.0086748,            0.019563,             0.93015,                0.95,             0.95667,             0.74634,            0.015294,           0.0046152,            0.003029,           0.0053272,           0.0053272,           0.0053272
                 238,            0.028359,             0.01014,           0.0091354,             0.93015,                0.95,             0.95667,             0.74634,            0.015294,           0.0046152,            0.003029,           0.0053074,           0.0053074,           0.0053074
                 239,            0.029998,            0.007669,           0.0057715,             0.99255,                   1,               0.995,             0.66243,            0.019584,           0.0046824,           0.0029886,           0.0052876,           0.0052876,           0.0052876
                 240,            0.033082,            0.011188,           0.0075064,             0.99255,                   1,               0.995,             0.66243,            0.019584,           0.0046824,           0.0029886,           0.0052678,           0.0052678,           0.0052678
                 241,            0.035733,            0.011289,            0.013528,               0.991,                   1,               0.995,             0.76778,            0.014656,           0.0045813,           0.0029667,            0.005248,            0.005248,            0.005248
                 242,            0.024313,           0.0077632,           0.0059154,               0.991,                   1,               0.995,             0.76778,            0.014656,           0.0045813,           0.0029667,           0.0052282,           0.0052282,           0.0052282
                 243,            0.025207,           0.0080478,           0.0047943,             0.99205,                   1,               0.995,             0.73783,            0.017509,           0.0045699,           0.0028749,           0.0052084,           0.0052084,           0.0052084
                 244,            0.033707,            0.012328,           0.0065309,             0.99205,                   1,               0.995,             0.73783,            0.017509,           0.0045699,           0.0028749,           0.0051886,           0.0051886,           0.0051886
                 245,            0.034035,            0.011149,            0.012685,              0.9909,                   1,               0.995,              0.6798,            0.015288,            0.004549,           0.0028916,           0.0051688,           0.0051688,           0.0051688
                 246,             0.02377,            0.010648,           0.0071426,              0.9909,                   1,               0.995,              0.6798,            0.015288,            0.004549,           0.0028916,            0.005149,            0.005149,            0.005149
                 247,            0.026992,           0.0093693,           0.0089088,             0.99075,                   1,               0.995,              0.6252,            0.018046,           0.0046389,           0.0028747,           0.0051292,           0.0051292,           0.0051292
                 248,            0.032237,           0.0087647,            0.010715,             0.99075,                   1,               0.995,              0.6252,            0.018046,           0.0046389,           0.0028747,           0.0051094,           0.0051094,           0.0051094
                 249,            0.031198,            0.008475,            0.006783,             0.99061,                   1,               0.995,              0.7658,            0.013969,           0.0044419,           0.0028869,           0.0050896,           0.0050896,           0.0050896
                 250,            0.030058,            0.011206,           0.0072109,             0.99061,                   1,               0.995,              0.7658,            0.013969,           0.0044419,           0.0028869,           0.0050698,           0.0050698,           0.0050698
                 251,            0.027922,             0.01127,           0.0073701,             0.98979,                   1,               0.995,             0.71644,            0.016013,           0.0045224,           0.0028797,             0.00505,             0.00505,             0.00505
                 252,            0.029601,           0.0081574,           0.0073054,             0.98979,                   1,               0.995,             0.71644,            0.016013,           0.0045224,           0.0028797,           0.0050302,           0.0050302,           0.0050302
                 253,            0.028386,           0.0086823,           0.0068822,             0.98749,                   1,               0.995,               0.648,            0.019427,           0.0046268,             0.00285,           0.0050104,           0.0050104,           0.0050104
                 254,            0.030586,           0.0097704,           0.0082256,             0.98749,                   1,               0.995,               0.648,            0.019427,           0.0046268,             0.00285,           0.0049906,           0.0049906,           0.0049906
                 255,            0.030712,           0.0097154,           0.0092789,              0.9911,                   1,               0.995,             0.70191,            0.018066,           0.0045481,           0.0028785,           0.0049708,           0.0049708,           0.0049708
                 256,            0.027773,            0.010025,           0.0047736,              0.9911,                   1,               0.995,             0.70191,            0.018066,           0.0045481,           0.0028785,            0.004951,            0.004951,            0.004951
                 257,            0.029213,           0.0096253,           0.0055407,             0.99317,                   1,               0.995,             0.71352,            0.015868,           0.0044416,           0.0028986,           0.0049312,           0.0049312,           0.0049312
                 258,            0.032245,           0.0086161,           0.0082228,             0.99317,                   1,               0.995,             0.71352,            0.015868,           0.0044416,           0.0028986,           0.0049114,           0.0049114,           0.0049114
                 259,            0.031467,           0.0087607,           0.0071191,             0.96983,                   1,               0.995,             0.71966,            0.018509,           0.0046517,            0.002919,           0.0048916,           0.0048916,           0.0048916
                 260,            0.032202,            0.012443,           0.0095328,             0.96983,                   1,               0.995,             0.71966,            0.018509,           0.0046517,            0.002919,           0.0048718,           0.0048718,           0.0048718
                 261,            0.029293,           0.0078101,           0.0066465,              0.9931,                   1,               0.995,             0.66262,            0.019799,           0.0045715,           0.0029353,            0.004852,            0.004852,            0.004852
                 262,            0.029648,            0.011271,            0.010661,              0.9931,                   1,               0.995,             0.66262,            0.019799,           0.0045715,           0.0029353,           0.0048322,           0.0048322,           0.0048322
                 263,            0.033984,            0.013451,           0.0063807,             0.99381,                   1,               0.995,             0.72341,            0.017421,           0.0045056,           0.0030035,           0.0048124,           0.0048124,           0.0048124
                 264,            0.029244,            0.010009,           0.0091291,             0.99381,                   1,               0.995,             0.72341,            0.017421,           0.0045056,           0.0030035,           0.0047926,           0.0047926,           0.0047926
                 265,            0.028012,           0.0095745,           0.0055004,             0.99192,                   1,               0.995,             0.74902,            0.017625,           0.0044983,           0.0030057,           0.0047728,           0.0047728,           0.0047728
                 266,            0.030665,            0.011745,           0.0099514,             0.99192,                   1,               0.995,             0.74902,            0.017625,           0.0044983,           0.0030057,            0.004753,            0.004753,            0.004753
                 267,            0.031476,              0.0103,            0.008327,             0.99121,                   1,               0.995,             0.71954,            0.013613,           0.0043211,           0.0030446,           0.0047332,           0.0047332,           0.0047332
                 268,            0.030158,            0.010411,           0.0074551,             0.99121,                   1,               0.995,             0.71954,            0.013613,           0.0043211,           0.0030446,           0.0047134,           0.0047134,           0.0047134
                 269,            0.028545,            0.011107,           0.0072985,              0.9885,                   1,               0.995,             0.69439,            0.019222,            0.004536,           0.0031048,           0.0046936,           0.0046936,           0.0046936
                 270,            0.033817,            0.010158,            0.006585,              0.9885,                   1,               0.995,             0.69439,            0.019222,            0.004536,           0.0031048,           0.0046738,           0.0046738,           0.0046738
                 271,            0.031606,           0.0083098,           0.0069196,              0.9878,                   1,               0.995,             0.65461,            0.016995,           0.0045234,           0.0031083,            0.004654,            0.004654,            0.004654
                 272,            0.027427,            0.010344,           0.0049604,              0.9878,                   1,               0.995,             0.65461,            0.016995,           0.0045234,           0.0031083,           0.0046342,           0.0046342,           0.0046342
                 273,             0.02614,           0.0099579,           0.0091513,             0.98824,                   1,               0.995,             0.77542,            0.015181,           0.0044478,           0.0030788,           0.0046144,           0.0046144,           0.0046144
                 274,            0.023767,            0.011789,           0.0069682,             0.98824,                   1,               0.995,             0.77542,            0.015181,           0.0044478,           0.0030788,           0.0045946,           0.0045946,           0.0045946
                 275,            0.022865,           0.0080661,           0.0050036,             0.98833,                   1,               0.995,             0.77678,            0.013211,           0.0043285,           0.0030491,           0.0045748,           0.0045748,           0.0045748
                 276,            0.025106,           0.0096735,           0.0071489,             0.98833,                   1,               0.995,             0.77678,            0.013211,           0.0043285,           0.0030491,            0.004555,            0.004555,            0.004555
                 277,            0.024682,            0.010597,           0.0069337,             0.98877,                   1,               0.995,             0.74658,            0.014691,           0.0043648,           0.0030162,           0.0045352,           0.0045352,           0.0045352
                 278,            0.030099,           0.0091753,           0.0056728,             0.98877,                   1,               0.995,             0.74658,            0.014691,           0.0043648,           0.0030162,           0.0045154,           0.0045154,           0.0045154
                 279,            0.028059,           0.0091559,           0.0081977,             0.98921,                   1,               0.995,             0.73433,            0.015777,           0.0044153,           0.0029692,           0.0044956,           0.0044956,           0.0044956
                 280,            0.026311,            0.010173,           0.0058081,             0.98921,                   1,               0.995,             0.73433,            0.015777,           0.0044153,           0.0029692,           0.0044758,           0.0044758,           0.0044758
                 281,             0.02817,            0.012213,            0.008689,             0.99043,                   1,               0.995,             0.72909,            0.012808,           0.0042978,           0.0029345,            0.004456,            0.004456,            0.004456
                 282,             0.02846,           0.0073203,           0.0057363,             0.99043,                   1,               0.995,             0.72909,            0.012808,           0.0042978,           0.0029345,           0.0044362,           0.0044362,           0.0044362
                 283,            0.029142,           0.0098302,           0.0048002,             0.98953,                   1,               0.995,             0.72859,            0.014594,           0.0044263,            0.002909,           0.0044164,           0.0044164,           0.0044164
                 284,             0.02791,           0.0081214,           0.0084049,             0.98953,                   1,               0.995,             0.72859,            0.014594,           0.0044263,            0.002909,           0.0043966,           0.0043966,           0.0043966
                 285,            0.030585,            0.010137,           0.0092089,             0.98996,                   1,               0.995,             0.76659,            0.013154,           0.0043422,           0.0028146,           0.0043768,           0.0043768,           0.0043768
                 286,            0.027299,           0.0091796,           0.0089047,             0.98996,                   1,               0.995,             0.76659,            0.013154,           0.0043422,           0.0028146,            0.004357,            0.004357,            0.004357
                 287,            0.023894,           0.0076991,           0.0096139,               0.991,                   1,               0.995,             0.74138,            0.013853,            0.004372,           0.0027587,           0.0043372,           0.0043372,           0.0043372
                 288,            0.023058,             0.01109,           0.0065772,               0.991,                   1,               0.995,             0.74138,            0.013853,            0.004372,           0.0027587,           0.0043174,           0.0043174,           0.0043174
                 289,            0.019664,           0.0072199,           0.0064991,             0.99339,                   1,               0.995,              0.7334,            0.013562,           0.0043535,           0.0026954,           0.0042976,           0.0042976,           0.0042976
                 290,            0.027434,           0.0075044,           0.0089392,             0.99339,                   1,               0.995,              0.7334,            0.013562,           0.0043535,           0.0026954,           0.0042778,           0.0042778,           0.0042778
                 291,            0.025237,           0.0095924,           0.0066914,             0.99331,                   1,               0.995,             0.73059,            0.018124,           0.0044866,           0.0026796,            0.004258,            0.004258,            0.004258
                 292,            0.030014,           0.0079928,            0.018312,             0.99331,                   1,               0.995,             0.73059,            0.018124,           0.0044866,           0.0026796,           0.0042382,           0.0042382,           0.0042382
                 293,            0.033831,           0.0071632,           0.0080277,             0.99325,                   1,               0.995,             0.73909,            0.014133,           0.0043976,           0.0026745,           0.0042184,           0.0042184,           0.0042184
                 294,            0.024535,           0.0080743,           0.0059052,             0.99325,                   1,               0.995,             0.73909,            0.014133,           0.0043976,           0.0026745,           0.0041986,           0.0041986,           0.0041986
                 295,            0.027926,           0.0085992,            0.017747,              0.9939,                   1,               0.995,             0.78467,            0.013381,           0.0042984,           0.0026364,           0.0041788,           0.0041788,           0.0041788
                 296,            0.025047,           0.0076082,           0.0043221,              0.9939,                   1,               0.995,             0.78467,            0.013381,           0.0042984,           0.0026364,            0.004159,            0.004159,            0.004159
                 297,            0.024652,           0.0092378,           0.0052129,             0.99368,                   1,               0.995,             0.78952,            0.013978,            0.004337,           0.0025992,           0.0041392,           0.0041392,           0.0041392
                 298,            0.024499,           0.0090627,           0.0057502,             0.99368,                   1,               0.995,             0.78952,            0.013978,            0.004337,           0.0025992,           0.0041194,           0.0041194,           0.0041194
                 299,            0.028137,            0.010116,           0.0056339,             0.99354,                   1,               0.995,             0.76468,            0.012809,           0.0042473,           0.0025881,           0.0040996,           0.0040996,           0.0040996
                 300,             0.03393,            0.012287,            0.006636,             0.99354,                   1,               0.995,             0.76468,            0.012809,           0.0042473,           0.0025881,           0.0040798,           0.0040798,           0.0040798
                 301,            0.023494,            0.009176,           0.0054693,             0.99402,                   1,               0.995,             0.76279,            0.012243,           0.0042279,            0.002544,             0.00406,             0.00406,             0.00406
                 302,            0.025457,           0.0073543,           0.0062128,             0.99402,                   1,               0.995,             0.76279,            0.012243,           0.0042279,            0.002544,           0.0040402,           0.0040402,           0.0040402
                 303,            0.023039,           0.0084277,           0.0079675,             0.99395,                   1,               0.995,             0.74919,            0.013737,           0.0044017,           0.0025202,           0.0040204,           0.0040204,           0.0040204
                 304,            0.022536,           0.0057765,           0.0040937,             0.99395,                   1,               0.995,             0.74919,            0.013737,           0.0044017,           0.0025202,           0.0040006,           0.0040006,           0.0040006
                 305,            0.025081,           0.0078492,           0.0065564,             0.99392,                   1,               0.995,             0.73385,            0.016067,           0.0046252,           0.0024869,           0.0039808,           0.0039808,           0.0039808
                 306,            0.029641,           0.0080228,            0.011304,             0.99392,                   1,               0.995,             0.73385,            0.016067,           0.0046252,           0.0024869,            0.003961,            0.003961,            0.003961
                 307,            0.026314,            0.011791,           0.0057821,             0.99446,                   1,               0.995,             0.66754,            0.016675,           0.0047139,           0.0024801,           0.0039412,           0.0039412,           0.0039412
                 308,            0.031164,           0.0071987,           0.0077993,             0.99446,                   1,               0.995,             0.66754,            0.016675,           0.0047139,           0.0024801,           0.0039214,           0.0039214,           0.0039214
                 309,            0.030703,           0.0091501,           0.0043847,             0.99408,                   1,               0.995,             0.73519,            0.015628,           0.0046144,           0.0024637,           0.0039016,           0.0039016,           0.0039016
                 310,            0.029602,            0.008909,           0.0081998,             0.99408,                   1,               0.995,             0.73519,            0.015628,           0.0046144,           0.0024637,           0.0038818,           0.0038818,           0.0038818
                 311,            0.024826,           0.0090707,           0.0068034,             0.99302,                   1,               0.995,             0.74982,            0.013579,           0.0045603,           0.0024876,            0.003862,            0.003862,            0.003862
                 312,            0.023335,           0.0090328,           0.0056378,             0.99302,                   1,               0.995,             0.74982,            0.013579,           0.0045603,           0.0024876,           0.0038422,           0.0038422,           0.0038422
                 313,             0.02324,            0.011075,           0.0070081,             0.99271,                   1,               0.995,             0.72798,            0.015722,           0.0047963,           0.0025008,           0.0038224,           0.0038224,           0.0038224
                 314,            0.022165,           0.0076414,             0.00573,             0.99271,                   1,               0.995,             0.72798,            0.015722,           0.0047963,           0.0025008,           0.0038026,           0.0038026,           0.0038026
                 315,            0.024027,             0.00927,           0.0062994,              0.9921,                   1,               0.995,              0.7661,            0.012392,           0.0045423,           0.0025058,           0.0037828,           0.0037828,           0.0037828
                 316,            0.023706,            0.011384,           0.0076323,              0.9921,                   1,               0.995,              0.7661,            0.012392,           0.0045423,           0.0025058,            0.003763,            0.003763,            0.003763
                 317,            0.024457,           0.0081452,           0.0053844,             0.99126,                   1,               0.995,             0.71232,            0.015676,           0.0047802,           0.0025232,           0.0037432,           0.0037432,           0.0037432
                 318,            0.027027,           0.0080589,           0.0064855,             0.99126,                   1,               0.995,             0.71232,            0.015676,           0.0047802,           0.0025232,           0.0037234,           0.0037234,           0.0037234
                 319,            0.029464,           0.0082942,            0.012653,             0.99212,                   1,               0.995,             0.78391,            0.014177,           0.0046578,           0.0025067,           0.0037036,           0.0037036,           0.0037036
                 320,            0.022149,            0.008437,           0.0043245,             0.99212,                   1,               0.995,             0.78391,            0.014177,           0.0046578,           0.0025067,           0.0036838,           0.0036838,           0.0036838
                 321,            0.024368,            0.010492,           0.0065894,             0.99219,                   1,               0.995,             0.77178,            0.013386,           0.0044255,           0.0024916,            0.003664,            0.003664,            0.003664
